Contas a Pagar;;;;;;;;;
Catagoria;Descrição;Vencimento;Pagamento;Valor;Valor Pago;Status;Parcela;Fornecedor;Unidade
02.13-Salário;SALARIO GLEICA;06/05/2022;09/05/2022;R$ 1.279,00;R$ 1.279,00;Pago;1/1;02.13.01-Colaboradora Funcionario;Inverno D´Italia Bragança Paulista
02.08-Vale Transporte;Saída do caixa 1820. FEH, LE E AMANDA;05/06/2022;05/06/2022;R$ 30,00;R$ 30,00;Pago;1/1;02.08.01-TRANSPORTE;Inverno D´Italia Bragança Paulista
01.06-Freelance-Temporario;Saída do caixa 1820. AMANDA;05/06/2022;05/06/2022;R$ 50,00;R$ 50,00;Pago;1/1;01.06.01-Colaboradora Freelance;Inverno D´Italia Bragança Paulista
02.05-Horas Extras;Saída do caixa 1820. AMANDA E FEH;05/06/2022;05/06/2022;R$ 35,00;R$ 35,00;Pago;1/1;02.05.01 - Hora Extra colaboradores;Inverno D´Italia Bragança Paulista
02.14-FreeLance;Saída do caixa 1789. FREE;05/05/2022;05/05/2022;R$ 96,00;R$ 96,00;Pago;1/1;02.14.01-Freelance Balconista;Inverno D´Italia Bragança Paulista
02.08-Vale Transporte;Saída do caixa 1789. V.T;05/05/2022;05/05/2022;R$ 70,00;R$ 70,00;Pago;1/1;02.08.01-TRANSPORTE;Inverno D´Italia Bragança Paulista
01.11-Delivery;Saída do caixa 1789. ANTONIO 28;05/05/2022;05/05/2022;R$ 187,00;R$ 187,00;Pago;1/1;01.11.01-MOTOBOY INTERNO;Inverno D´Italia Bragança Paulista
01.12-Papelaria;Saída do caixa 1789. PAPELARIA;05/05/2022;05/05/2022;R$ 27,00;R$ 27,00;Pago;1/1;01.12.01-Papelaria São Benedito;Inverno D´Italia Bragança Paulista
01.17-Hortifruti;Saída do caixa 1789. VAREJAO;05/05/2022;05/05/2022;R$ 12,00;R$ 12,00;Pago;1/1;01.17.01-Varejão;Inverno D´Italia Bragança Paulista
01.13-Embalagens;Saída do caixa 1789. PONTO CERTO;05/05/2022;05/05/2022;R$ 50,00;R$ 50,00;Pago;1/1;01.13.01-Ponto certo;Inverno D´Italia Bragança Paulista
01.13-Embalagens;Saída do caixa 1789. PONTO CERTO;05/05/2022;05/05/2022;R$ 182,60;R$ 182,60;Pago;1/1;01.13.01-Ponto certo;Inverno D´Italia Bragança Paulista
01.11-Delivery;Saída do caixa 1789. LUCAS;05/05/2022;05/05/2022;R$ 13,00;R$ 13,00;Pago;1/1;01.11.02-MOTOBOY EXTERNO;Inverno D´Italia Bragança Paulista
01.16-Doces;Saída do caixa 1789. RAFINEE;05/05/2022;05/05/2022;R$ 115,00;R$ 115,00;Pago;1/1;01.16.04-Rafineé;Inverno D´Italia Bragança Paulista
01.13-Embalagens;BRAGANÇA EMBALAGENS;05/05/2022;10/05/2022;R$ 119,80;R$ 119,80;Pago;1/1;01.13.02-Bragança Embalagens;Inverno D´Italia Bragança Paulista
01.15-Mercado;COMERCIAL ESPERANCA;05/05/2022;10/05/2022;R$ 572,86;R$ 572,86;Pago;1/1;01.15.09-Comercial Esperança;Inverno D´Italia Bragança Paulista
01.23 - gasolina e manutenção carro;COMBUSTIVEL;05/05/2022;10/05/2022;R$ 200,00;R$ 200,00;Pago;1/1;01.23.01 - Manutenção e combustivel carro;Inverno D´Italia Bragança Paulista
01.21-FRANQUIA-Pedido semanal;FRANQUIA;05/05/2022;10/05/2022;R$ 5.747,41;R$ 5.747,41;Pago;1/1;01.21.01 -Franquia Inverno Ditalia;Inverno D´Italia Bragança Paulista
03.03-Instalações Gerais;AR CONDICIONADO;04/06/2022;;R$ 312,00;;Atrasada;4/5;;Inverno D´Italia Bragança Paulista
01.15-Mercado;Saída do caixa 1819. PAO;04/06/2022;04/06/2022;R$ 20,00;R$ 20,00;Pago;1/1;01.15.16-PADARIA CARDOSO;Inverno D´Italia Bragança Paulista
01.11-Delivery;Saída do caixa 1819. RODRIGO 5 CORRIDAS;04/06/2022;04/06/2022;R$ 36,00;R$ 36,00;Pago;1/1;01.11.02-MOTOBOY EXTERNO;Inverno D´Italia Bragança Paulista
01.11-Delivery;Saída do caixa 1819. MANUEL;04/06/2022;04/06/2022;R$ 109,00;R$ 109,00;Pago;1/1;01.11.02-MOTOBOY EXTERNO;Inverno D´Italia Bragança Paulista
02.08-Vale Transporte;Saída do caixa 1819. FEH, GLEICA, JULIA, EMILY E AMANDA;04/06/2022;04/06/2022;R$ 60,00;R$ 60,00;Pago;1/1;02.08.01-TRANSPORTE;Inverno D´Italia Bragança Paulista
01.06-Freelance-Temporario;Saída do caixa 1819. JULIA, AMANDA E EMILY;04/06/2022;04/06/2022;R$ 150,00;R$ 150,00;Pago;1/1;01.06.01-Colaboradora Freelance;Inverno D´Italia Bragança Paulista
01.16-Doces;REAL BOLOS;04/06/2022;04/06/2022;R$ 43,00;R$ 43,00;Pago;1/1;01.16.07-Real Bolos;Inverno D´Italia Bragança Paulista
01.15-Mercado;COMERCIAL ESPERANÇA;04/06/2022;04/06/2022;R$ 396,34;R$ 396,34;Pago;1/1;01.15.09-Comercial Esperança;Inverno D´Italia Bragança Paulista
01.17-Hortifruti;VAREJAO;04/06/2022;04/06/2022;R$ 45,00;R$ 45,00;Pago;1/1;01.17.01-Varejão;Inverno D´Italia Bragança Paulista
01.13-Embalagens;PONTO CERTO;04/06/2022;04/06/2022;R$ 182,38;R$ 182,38;Pago;1/1;01.13.01-Ponto certo;Inverno D´Italia Bragança Paulista
01.20-Salgados;ALTEROSA;04/06/2022;04/06/2022;R$ 80,90;R$ 80,90;Pago;1/1;01.20.01-Alterosa;Inverno D´Italia Bragança Paulista
01.13-Embalagens;PONTO CERTO;04/06/2022;04/06/2022;R$ 128,80;R$ 128,80;Pago;1/1;01.13.01-Ponto certo;Inverno D´Italia Bragança Paulista
03.03-Instalações Gerais;AR CONDICIONADO;04/05/2022;;R$ 312,00;;Atrasada;3/5;;Inverno D´Italia Bragança Paulista
01.16-Doces;Saída do caixa 1788. rafinee;04/05/2022;04/05/2022;R$ 100,00;R$ 100,00;Pago;1/1;01.16.04-Rafineé;Inverno D´Italia Bragança Paulista
02.08-Vale Transporte;Saída do caixa 1788. v.t;04/05/2022;04/05/2022;R$ 50,00;R$ 50,00;Pago;1/1;02.08.01-TRANSPORTE;Inverno D´Italia Bragança Paulista
02.14-FreeLance;Saída do caixa 1788. free;04/05/2022;04/05/2022;R$ 144,00;R$ 144,00;Pago;1/1;02.14.01-Freelance Balconista;Inverno D´Italia Bragança Paulista
01.17-Hortifruti;Saída do caixa 1788. varejao;04/05/2022;04/05/2022;R$ 85,00;R$ 85,00;Pago;1/1;01.17.01-Varejão;Inverno D´Italia Bragança Paulista
01.11-Delivery;Saída do caixa 1788. antonio 41;04/05/2022;04/05/2022;R$ 295,00;R$ 295,00;Pago;1/1;01.11.01-MOTOBOY INTERNO;Inverno D´Italia Bragança Paulista
01.11-Delivery;Saída do caixa 1788. lucas 1;04/05/2022;04/05/2022;R$ 6,00;R$ 6,00;Pago;1/1;01.11.02-MOTOBOY EXTERNO;Inverno D´Italia Bragança Paulista
01.11-Delivery;Saída do caixa 1788. rodrigo 3;04/05/2022;04/05/2022;R$ 20,00;R$ 20,00;Pago;1/1;01.11.02-MOTOBOY EXTERNO;Inverno D´Italia Bragança Paulista
02.14-FreeLance;Saída do caixa 1788. free referente ao dia 03/05;04/05/2022;04/05/2022;R$ 96,00;R$ 96,00;Pago;1/1;02.14.01-Freelance Balconista;Inverno D´Italia Bragança Paulista
01.13-Embalagens;PONTO CERTO;04/05/2022;09/05/2022;R$ 57,80;R$ 57,80;Pago;1/1;01.13.01-Ponto certo;Inverno D´Italia Bragança Paulista
02.14-FreeLance;Saída do caixa 1818. FREE;03/06/2022;03/06/2022;R$ 150,00;R$ 150,00;Pago;1/1;02.14.01-Freelance Balconista;Inverno D´Italia Bragança Paulista
02.08-Vale Transporte;Saída do caixa 1818. V.T;03/06/2022;03/06/2022;R$ 70,00;R$ 70,00;Pago;1/1;02.08.01-TRANSPORTE;Inverno D´Italia Bragança Paulista
01.11-Delivery;Saída do caixa 1818. RODRIGO;03/06/2022;03/06/2022;R$ 38,00;R$ 38,00;Pago;1/1;01.11.02-MOTOBOY EXTERNO;Inverno D´Italia Bragança Paulista
01.11-Delivery;Saída do caixa 1818. LUCAS;03/06/2022;03/06/2022;R$ 16,00;R$ 16,00;Pago;1/1;01.11.02-MOTOBOY EXTERNO;Inverno D´Italia Bragança Paulista
02.08-Vale Transporte;Saída do caixa 1818. ADRIANE V.T 04/06;03/06/2022;03/06/2022;R$ 10,00;R$ 10,00;Pago;1/1;02.08.01-TRANSPORTE;Inverno D´Italia Bragança Paulista
01.16-Doces;Saída do caixa 1818. COXINHA DE MORANGO;03/06/2022;03/06/2022;R$ 60,00;R$ 60,00;Pago;1/1;;Inverno D´Italia Bragança Paulista
01.11-Delivery;Saída do caixa 1818. MANOEL;03/06/2022;03/06/2022;R$ 91,00;R$ 91,00;Pago;1/1;01.11.02-MOTOBOY EXTERNO;Inverno D´Italia Bragança Paulista
02.14-FreeLance;Saída do caixa 1818. FREE;03/06/2022;03/06/2022;R$ 50,00;R$ 50,00;Pago;1/1;02.14.01-Freelance Balconista;Inverno D´Italia Bragança Paulista
01.12-Papelaria;PAPELARIA;03/06/2022;04/06/2022;R$ 72,00;R$ 72,00;Pago;1/1;01.12.01-Papelaria São Benedito;Inverno D´Italia Bragança Paulista
01.16-Doces;REAL BOLOS;03/06/2022;04/06/2022;R$ 162,00;R$ 162,00;Pago;1/1;01.16.07-Real Bolos;Inverno D´Italia Bragança Paulista
01.20-Salgados;ALTEROSA;03/06/2022;04/06/2022;R$ 40,90;R$ 40,90;Pago;1/1;01.20.01-Alterosa;Inverno D´Italia Bragança Paulista
01.17-Hortifruti;POLPAS E FRUTAS;03/06/2022;04/06/2022;R$ 741,00;R$ 741,00;Pago;1/1;01.17.02- M&E POUPAS E FRUTAS CONGELADAS;Inverno D´Italia Bragança Paulista
01.12-Papelaria;PAPELANDIA;03/06/2022;04/06/2022;R$ 139,00;R$ 139,00;Pago;1/1;01.12.02-Papelaria Papelândia;Inverno D´Italia Bragança Paulista
01.17-Hortifruti;VAREJAO;03/06/2022;04/06/2022;R$ 40,00;R$ 40,00;Pago;1/1;01.17.01-Varejão;Inverno D´Italia Bragança Paulista
03.04-Outros Equipamentos;BLE BLUE;03/06/2022;11/06/2022;R$ 152,17;R$ 152,17;Pago;1/1;;Inverno D´Italia Bragança Paulista
01.15-Mercado;SPANI;03/06/2022;11/06/2022;R$ 39,90;R$ 39,90;Pago;1/1;01.15.06-SPANI;Inverno D´Italia Bragança Paulista
01.04-Telefone Fixo/ vivo;VIVO;03/06/2022;11/06/2022;R$ 139,98;R$ 139,98;Pago;1/1;01.04.01 Vivo;Inverno D´Italia Bragança Paulista
01.15-Mercado;VENCEDOR;03/06/2022;11/06/2022;R$ 139,59;R$ 139,59;Pago;1/1;01.15.07-SUPERMERCADO VENCEDOR;Inverno D´Italia Bragança Paulista
01.15-Mercado;COMERCIAL ESPERANÇA;03/06/2022;11/06/2022;R$ 412,47;R$ 412,47;Pago;1/1;01.15.09-Comercial Esperança;Inverno D´Italia Bragança Paulista
01.19-Laticínios;PMG;03/05/2022;03/05/2022;R$ 1.899,10;R$ 1.899,10;Pago;1/1;01.15.19 - PMG- Pama comercio de alimentos;Inverno D´Italia Bragança Paulista
01.11-Delivery;Saída do caixa 1787. ANTONIO 23;03/05/2022;03/05/2022;R$ 153,00;R$ 153,00;Pago;1/1;01.11.01-MOTOBOY INTERNO;Inverno D´Italia Bragança Paulista
02.14-FreeLance;Saída do caixa 1787. FREE;03/05/2022;03/05/2022;R$ 48,00;R$ 48,00;Pago;1/1;02.14.01-Freelance Balconista;Inverno D´Italia Bragança Paulista
02.08-Vale Transporte;Saída do caixa 1787. V.T;03/05/2022;03/05/2022;R$ 70,00;R$ 70,00;Pago;1/1;02.08.01-TRANSPORTE;Inverno D´Italia Bragança Paulista
01.13-Embalagens;Saída do caixa 1787. PONTO CERTO;03/05/2022;03/05/2022;R$ 242,27;R$ 242,27;Pago;1/1;01.13.01-Ponto certo;Inverno D´Italia Bragança Paulista
01.11-Delivery;Saída do caixa 1787. CORRIDAS LUCAS;03/05/2022;03/05/2022;R$ 23,00;R$ 23,00;Pago;1/1;01.11.02-MOTOBOY EXTERNO;Inverno D´Italia Bragança Paulista
01.11-Delivery;Saída do caixa 1787. CORRIDAS PAULINHO;03/05/2022;03/05/2022;R$ 12,00;R$ 12,00;Pago;1/1;01.11.02-MOTOBOY EXTERNO;Inverno D´Italia Bragança Paulista
01.13-Embalagens;Saída do caixa 1787. PONTO CERTO;03/05/2022;03/05/2022;R$ 62,00;R$ 62,00;Pago;1/1;01.13.01-Ponto certo;Inverno D´Italia Bragança Paulista
01.16-Doces;Saída do caixa 1787. COXINHA DE BRIGADEIRO;03/05/2022;03/05/2022;R$ 60,00;R$ 60,00;Pago;1/1;;Inverno D´Italia Bragança Paulista
01.16-Doces;Saída do caixa 1787. REAL BOLOS;03/05/2022;03/05/2022;R$ 60,00;R$ 60,00;Pago;1/1;01.16.07-Real Bolos;Inverno D´Italia Bragança Paulista
02.11-Adiantamento;Saída do caixa 1787. GLEICA;03/05/2022;03/05/2022;R$ 60,00;R$ 60,00;Pago;1/1;02.11.01-Colaborador Funcionario;Inverno D´Italia Bragança Paulista
02.14-FreeLance;Saída do caixa 1817. FREE;02/06/2022;02/06/2022;R$ 100,00;R$ 100,00;Pago;1/1;02.14.01-Freelance Balconista;Inverno D´Italia Bragança Paulista
02.08-Vale Transporte;Saída do caixa 1817. V.T;02/06/2022;02/06/2022;R$ 50,00;R$ 50,00;Pago;1/1;02.08.01-TRANSPORTE;Inverno D´Italia Bragança Paulista
01.11-Delivery;Saída do caixa 1817. RODRIGO;02/06/2022;02/06/2022;R$ 80,00;R$ 80,00;Pago;1/1;01.11.02-MOTOBOY EXTERNO;Inverno D´Italia Bragança Paulista
01.11-Delivery;Saída do caixa 1817. LUCAS;02/06/2022;02/06/2022;R$ 10,00;R$ 10,00;Pago;1/1;01.11.02-MOTOBOY EXTERNO;Inverno D´Italia Bragança Paulista
01.11-Delivery;Saída do caixa 1817. 2R;02/06/2022;02/06/2022;R$ 12,00;R$ 12,00;Pago;1/1;01.11.03-2R;Inverno D´Italia Bragança Paulista
06.06-Estorno Cliente;Saída do caixa 1817. ESTORNO;02/06/2022;02/06/2022;R$ 5,00;R$ 5,00;Pago;1/1;06.06.01 - Estorno Cliente;Inverno D´Italia Bragança Paulista
01.12-Papelaria;Saída do caixa 1817. PAPELARIA;02/06/2022;02/06/2022;R$ 30,00;R$ 30,00;Pago;1/1;01.12.01-Papelaria São Benedito;Inverno D´Italia Bragança Paulista
01.13-Embalagens;PONTO CERTO;02/06/2022;02/06/2022;R$ 68,50;R$ 68,50;Pago;1/1;01.13.01-Ponto certo;Inverno D´Italia Bragança Paulista
01.13-Embalagens;PONTO CERTO;02/06/2022;02/06/2022;R$ 152,26;R$ 152,26;Pago;1/1;01.13.01-Ponto certo;Inverno D´Italia Bragança Paulista
01.20-Salgados;ALTEROSA;02/06/2022;02/06/2022;R$ 307,80;R$ 307,80;Pago;1/1;01.20.01-Alterosa;Inverno D´Italia Bragança Paulista
01.16-Doces;REAL BOLOS;02/06/2022;02/06/2022;R$ 205,00;R$ 205,00;Pago;1/1;01.16.07-Real Bolos;Inverno D´Italia Bragança Paulista
01.21-FRANQUIA-Pedido semanal;FRANQUIA;02/06/2022;02/06/2022;R$ 9.758,02;R$ 9.758,02;Pago;1/1;01.21.01 -Franquia Inverno Ditalia;Inverno D´Italia Bragança Paulista
01.11-Delivery;Saída do caixa 1786. CORRIDAS ANTONIO 21;02/05/2022;02/05/2022;R$ 144,00;R$ 144,00;Pago;1/1;01.11.01-MOTOBOY INTERNO;Inverno D´Italia Bragança Paulista
02.14-FreeLance;Saída do caixa 1786. FREE;02/05/2022;02/05/2022;R$ 144,00;R$ 144,00;Pago;1/1;02.14.01-Freelance Balconista;Inverno D´Italia Bragança Paulista
02.08-Vale Transporte;Saída do caixa 1786. V.T;02/05/2022;02/05/2022;R$ 80,00;R$ 80,00;Pago;1/1;02.08.01-TRANSPORTE;Inverno D´Italia Bragança Paulista
01.20-Salgados;Saída do caixa 1786. PÃO;02/05/2022;02/05/2022;R$ 8,00;R$ 8,00;Pago;1/1;;Inverno D´Italia Bragança Paulista
01.11-Delivery;Saída do caixa 1786. LUCAS;02/05/2022;02/05/2022;R$ 13,00;R$ 13,00;Pago;1/1;01.11.01-MOTOBOY INTERNO;Inverno D´Italia Bragança Paulista
01.11-Delivery;Saída do caixa 1786. CORRIDAS RODRIGO;02/05/2022;02/05/2022;R$ 14,00;R$ 14,00;Pago;1/1;;Inverno D´Italia Bragança Paulista
01.13-Embalagens;Saída do caixa 1786. CAIXA DE GUARDANAPO;02/05/2022;02/05/2022;R$ 125,00;R$ 125,00;Pago;1/1;01.13.03-RENATO EMBALAGENS;Inverno D´Italia Bragança Paulista
01.16-Doces;Saída do caixa 1786. REAL BOLOS;02/05/2022;02/05/2022;R$ 76,00;R$ 76,00;Pago;1/1;01.16.07-Real Bolos;Inverno D´Italia Bragança Paulista
01.17-Hortifruti;Saída do caixa 1786. VAREJÃO;02/05/2022;02/05/2022;R$ 47,00;R$ 47,00;Pago;1/1;01.17.01-Varejão;Inverno D´Italia Bragança Paulista
01.20-Salgados;Saída do caixa 1786. ALTEROSA;02/05/2022;02/05/2022;R$ 195,40;R$ 195,40;Pago;1/1;01.20.01-Alterosa;Inverno D´Italia Bragança Paulista
01.15-Mercado;Saída do caixa 1786. JOEL AGUA;02/05/2022;02/05/2022;R$ 86,00;R$ 86,00;Pago;1/1;;Inverno D´Italia Bragança Paulista
06.09-Convenio;FARMACIA CENTRAL;02/05/2022;10/05/2022;R$ 156,91;R$ 156,91;Pago;1/1;06.09.01-FARMACIA CENTRAL;Inverno D´Italia Bragança Paulista
06.09-Convenio;FARMACIA;02/05/2022;10/05/2022;R$ 222,35;R$ 222,35;Pago;1/1;06.09.01-FARMACIA CENTRAL;Inverno D´Italia Bragança Paulista
01.15-Mercado;COMERCIAL ESPERANÇA;02/05/2022;10/05/2022;R$ 772,53;R$ 772,53;Pago;1/1;01.15.09-Comercial Esperança;Inverno D´Italia Bragança Paulista
01.15-Mercado;VENCEDOR;02/05/2022;10/05/2022;R$ 89,76;R$ 89,76;Pago;1/1;01.15.07-SUPERMERCADO VENCEDOR;Inverno D´Italia Bragança Paulista
01.15-Mercado;CLUB DO CHOCOLATE;02/05/2022;10/05/2022;R$ 149,30;R$ 149,30;Pago;1/1;01.15.01-Clube do chocolate;Inverno D´Italia Bragança Paulista
02.14-FreeLance;Saída do caixa 1816. FREE;01/06/2022;01/06/2022;R$ 144,00;R$ 144,00;Pago;1/1;02.14.01-Freelance Balconista;Inverno D´Italia Bragança Paulista
02.08-Vale Transporte;Saída do caixa 1816. V.T;01/06/2022;01/06/2022;R$ 80,00;R$ 80,00;Pago;1/1;02.08.01-TRANSPORTE;Inverno D´Italia Bragança Paulista
01.11-Delivery;Saída do caixa 1816. HEBERT;01/06/2022;01/06/2022;R$ 63,00;R$ 63,00;Pago;1/1;01.11.02-MOTOBOY EXTERNO;Inverno D´Italia Bragança Paulista
01.11-Delivery;Saída do caixa 1816. RODRIGO;01/06/2022;01/06/2022;R$ 63,00;R$ 63,00;Pago;1/1;01.11.02-MOTOBOY EXTERNO;Inverno D´Italia Bragança Paulista
01.16-Doces;Saída do caixa 1816. CONES;01/06/2022;01/06/2022;R$ 60,00;R$ 60,00;Pago;1/1;;Inverno D´Italia Bragança Paulista
01.11-Delivery;Saída do caixa 1816. CORRIDA;01/06/2022;01/06/2022;R$ 12,00;R$ 12,00;Pago;1/1;01.11.02-MOTOBOY EXTERNO;Inverno D´Italia Bragança Paulista
01.17-Hortifruti;Saída do caixa 1816. VAREJAO;01/06/2022;01/06/2022;R$ 85,00;R$ 85,00;Pago;1/1;01.17.01-Varejão;Inverno D´Italia Bragança Paulista
06.09-Convenio;CONVENIO PORTO SEGURO;01/06/2022;02/06/2022;R$ 1.615,83;R$ 1.615,83;Pago;1/1;;Inverno D´Italia Bragança Paulista
01.22-FRANQUIA-Frete Semanal;FRETE SEMANAL;01/06/2022;02/06/2022;R$ 1.100,00;R$ 1.100,00;Pago;1/1;01.22.01 - Franquia - Frete Semanal;Inverno D´Italia Bragança Paulista
02.10-Vale Refeição;CASARAO;01/06/2022;02/06/2022;R$ 1.166,54;R$ 1.166,54;Pago;1/1;02.10.01 - Restaurante Casarão;Inverno D´Italia Bragança Paulista
01.15-Mercado;COMERCIAL ESPERANÇA;01/06/2022;02/06/2022;R$ 277,93;R$ 277,93;Pago;1/1;01.15.09-Comercial Esperança;Inverno D´Italia Bragança Paulista
02.08-Vale Transporte;Saída do caixa 1785. EMILY, DRII, FERNANDA;01/05/2022;01/05/2022;R$ 30,00;R$ 30,00;Pago;1/1;02.08.01-TRANSPORTE;Inverno D´Italia Bragança Paulista
01.06-Freelance-Temporario;Saída do caixa 1785. EMILY, DRII;01/05/2022;01/05/2022;R$ 96,00;R$ 96,00;Pago;1/1;01.06.01-Colaboradora Freelance;Inverno D´Italia Bragança Paulista
02.05-Horas Extras;Saída do caixa 1785. EMILY DRII;01/05/2022;01/05/2022;R$ 42,00;R$ 42,00;Pago;1/1;02.05.01 - Hora Extra colaboradores;Inverno D´Italia Bragança Paulista
01.11-Delivery;Saída do caixa 1785. 2R;01/05/2022;01/05/2022;R$ 6,00;R$ 6,00;Pago;1/1;01.11.03-2R;Inverno D´Italia Bragança Paulista
